loan_amnt,int_rate,installment,term_months,annual_inc,dti,emp_length_num,delinq_2yrs,open_acc,revol_util,revol_bal,pub_rec,inq_last_6mths,total_acc,income_to_loan,dti_risk_flag,rate_grade_spread,has_delinquency,loan_to_income_pct,has_pub_rec,high_revol_util,grade,purpose,home_ownership,verification_status,TARGET,risk_score,risk_tier
10800,7.89,337.89,36.0,46000.0,27.92,10.0,0.0,11.0,48.7,9348,0.0,0.0,24.0,4.2592592592592595,0,0.764222931866799,0,23.48,0,0,0,2,1,0,0,0.2239832,Medium
10000,13.53,339.5,36.0,40000.0,22.56,10.0,0.0,11.0,85.7,15163,0.0,0.0,19.0,4.0,0,2.841821268201521,0,25.0,0,1,1,4,1,0,0,0.3690186,High
35000,18.84,1280.14,36.0,73000.0,5.74,10.0,0.0,22.0,48.2,11653,0.0,0.0,29.0,2.085714285714286,0,-2.28967965569878,0,47.95,0,0,4,11,1,2,1,0.71398365,Critical
16000,14.49,376.37,60.0,134400.0,10.16,10.0,0.0,7.0,84.7,13389,0.0,2.0,15.0,8.4,0,0.46549771817475083,0,11.9,0,1,2,2,1,2,0,0.5078824,Critical
9325,16.29,329.18,36.0,26000.0,16.67,5.0,1.0,9.0,96.0,7776,0.0,0.0,18.0,2.7882037533512065,0,-1.4278467287673422,1,35.87,0,1,3,2,5,1,1,0.6338261,Critical
1000,24.85,39.69,36.0,41000.0,30.42,10.0,1.0,3.0,0.0,0,0.0,0.0,32.0,41.0,1,3.7203203443012214,1,2.44,0,0,4,12,4,1,0,0.3583946,High
7500,12.79,251.95,36.0,34000.0,4.59,3.0,0.0,5.0,30.3,3574,1.0,0.0,7.0,4.533333333333333,0,-1.2345022818252502,0,22.06,1,0,2,2,5,1,0,0.49458903,High
6050,19.99,224.81,36.0,30000.0,4.0,10.0,0.0,16.0,89.6,3851,0.0,0.0,16.0,4.958677685950414,0,-1.1396796556987816,0,20.17,0,1,4,2,5,2,0,0.65534943,Critical
28000,6.68,860.47,36.0,60000.0,20.24,6.0,0.0,12.0,84.9,40001,0.0,0.0,27.0,2.142857142857143,0,-0.44577706813320095,0,46.67,0,1,0,1,1,1,0,0.1912929,Medium
11200,11.53,369.5,36.0,65000.0,24.37,7.0,0.0,8.0,84.0,17467,0.0,0.0,25.0,5.803571428571429,0,0.8418212682015209,0,17.23,0,1,1,2,1,1,0,0.31781226,High
10000,17.97,361.38,36.0,64000.0,0.86,10.0,0.0,4.0,20.0,1400,1.0,0.0,10.0,6.4,0,0.2521532712326575,0,15.62,1,0,3,4,1,1,0,0.48466137,High
30000,19.52,786.83,60.0,60000.0,19.89,9.0,0.0,11.0,63.1,21849,0.0,0.0,25.0,2.0,0,-1.6096796556987805,0,50.0,0,0,4,1,5,2,1,0.7417414,Critical
6000,10.99,196.41,36.0,55000.0,14.97,8.0,2.0,7.0,65.8,8811,0.0,0.0,27.0,9.166666666666666,0,0.3018212682015218,1,10.91,0,0,1,2,5,1,0,0.36110753,High
31500,23.13,890.36,60.0,70000.0,22.58,6.0,0.0,19.0,51.0,31513,0.0,2.0,27.0,2.2222222222222223,0,-1.7757602465331281,0,45.0,0,0,5,2,1,2,0,0.7255546,Critical
11000,9.44,352.06,36.0,45000.0,12.78,6.0,0.0,13.0,27.8,10479,0.0,2.0,17.0,4.090909090909091,0,-1.248178731798479,0,24.44,0,0,1,2,4,0,0,0.43076628,High
5500,13.49,186.62,36.0,85000.0,4.18,7.0,0.0,3.0,95.1,6654,0.0,2.0,13.0,15.454545454545455,0,-0.5345022818252492,0,6.47,0,1,2,1,1,0,0,0.3508983,High
20000,10.91,653.93,36.0,95000.0,6.85,1.0,0.0,7.0,84.3,7077,0.0,0.0,8.0,4.75,0,0.2218212682015217,0,21.05,0,1,1,2,4,1,1,0.4865748,High
2950,13.98,100.8,36.0,50000.0,9.7,2.0,0.0,6.0,53.8,3229,2.0,0.0,29.0,16.949152542372882,0,-0.04450228182524896,0,5.9,1,0,2,2,5,1,1,0.39329025,High
16125,17.57,579.49,36.0,57500.0,11.42,8.0,2.0,5.0,34.3,4396,2.0,1.0,5.0,3.565891472868217,0,-0.14784672876734106,1,28.04,1,0,3,2,1,2,0,0.61248493,Critical
25000,20.49,669.19,60.0,73300.0,23.88,6.0,0.0,13.0,85.0,49737,0.0,0.0,25.0,2.932,0,-0.6396796556987816,0,34.11,0,1,4,2,5,2,0,0.74903166,Critical
3350,19.52,123.69,36.0,42000.0,25.09,4.0,0.0,10.0,85.8,22903,0.0,1.0,14.0,12.537313432835822,0,-1.6096796556987805,0,7.98,0,1,4,1,1,0,0,0.527698,Critical
4000,11.67,132.23,36.0,25000.0,10.37,2.0,0.0,6.0,68.5,3012,1.0,2.0,23.0,6.25,0,0.9818212682015215,0,16.0,1,0,1,2,5,0,0,0.3867965,High
21000,11.99,467.03,60.0,72000.0,23.88,3.0,0.0,11.0,90.2,18678,0.0,0.0,39.0,3.4285714285714284,0,-2.034502281825249,0,29.17,0,1,2,1,5,1,0,0.6380696,Critical
25000,19.52,655.69,60.0,70000.0,17.98,2.0,0.0,3.0,101.3,31894,0.0,0.0,9.0,2.8,0,-1.6096796556987805,0,35.71,0,1,4,2,5,1,0,0.7303998,Critical
2400,22.95,92.85,36.0,17000.0,15.88,10.0,0.0,7.0,67.7,5820,0.0,1.0,9.0,7.083333333333333,0,-1.9557602465331279,0,14.12,0,0,5,9,5,1,1,0.6427625,Critical
25000,9.44,800.13,36.0,130000.0,2.22,3.0,0.0,9.0,43.0,16351,0.0,1.0,28.0,5.2,0,-1.248178731798479,0,19.23,0,0,1,4,1,0,0,0.24763714,Medium
3500,16.99,124.77,36.0,30000.0,25.16,2.0,0.0,14.0,44.7,5367,0.0,1.0,16.0,8.571428571428571,0,-0.7278467287673429,0,11.67,0,0,3,7,5,2,0,0.6451688,Critical
7000,6.03,213.05,36.0,105000.0,13.69,10.0,0.0,29.0,12.6,18727,0.0,2.0,46.0,15.0,0,-1.0957770681332004,0,6.67,0,0,0,2,1,0,0,0.09771912,Low
20000,14.31,686.57,36.0,57850.0,12.47,10.0,0.0,14.0,55.2,16159,0.0,0.0,21.0,2.8925,0,0.2854977181747511,0,34.57,0,0,2,1,5,1,0,0.5484173,Critical
12000,9.17,382.55,36.0,45000.0,7.25,8.0,0.0,5.0,40.4,11019,0.0,0.0,5.0,3.75,0,-1.5181787317984785,0,26.67,0,0,1,2,5,0,0,0.26857963,Medium
32000,14.65,1103.82,36.0,123000.0,18.52,5.0,0.0,6.0,73.6,14281,0.0,0.0,42.0,3.84375,0,0.625497718174751,0,26.02,0,0,2,2,5,2,0,0.48701018,High
8000,8.18,251.36,36.0,55000.0,5.19,10.0,0.0,6.0,69.4,6457,0.0,0.0,6.0,6.875,0,-2.5081787317984787,0,14.55,0,0,1,1,4,1,0,0.25319234,Medium
12000,12.69,402.54,36.0,92000.0,9.43,1.0,1.0,9.0,58.2,14423,0.0,1.0,22.0,7.666666666666667,0,-1.3345022818252499,1,13.04,0,0,2,2,1,1,0,0.38535982,High
5000,10.75,163.11,36.0,32000.0,29.48,8.0,0.0,9.0,72.2,8155,0.0,1.0,20.0,6.4,0,0.06182126820152156,0,15.62,0,0,1,9,5,1,0,0.5702578,Critical
24000,7.9,750.97,36.0,85000.0,17.45,6.0,0.0,8.0,90.7,19412,0.0,2.0,38.0,3.5416666666666665,0,0.7742229318667997,0,28.24,0,1,0,2,1,2,0,0.22688936,Medium
2275,16.55,80.61,36.0,40000.0,24.33,7.0,0.0,14.0,24.1,4176,0.0,2.0,56.0,17.582417582417584,0,-1.1678467287673406,0,5.69,0,0,3,2,5,2,0,0.56710494,Critical
2000,12.79,67.19,36.0,75000.0,8.24,3.0,0.0,6.0,31.6,4366,1.0,0.0,8.0,37.5,0,-1.2345022818252502,0,2.67,1,0,2,9,1,1,0,0.31627214,High
4250,24.5,123.51,60.0,80000.0,14.06,4.0,0.0,8.0,89.9,8900,0.0,1.0,12.0,18.823529411764707,0,-0.40576024653312714,0,5.31,0,1,5,1,5,2,0,0.5958652,Critical
22000,23.88,631.37,60.0,50000.0,14.46,3.0,0.0,11.0,38.2,11887,0.0,2.0,15.0,2.272727272727273,0,2.750320344301219,0,44.0,0,0,4,2,5,1,0,0.8089295,Critical
12000,14.33,412.06,36.0,42000.0,28.14,4.0,0.0,16.0,84.6,14206,0.0,0.0,19.0,3.5,0,0.3054977181747507,0,28.57,0,1,2,2,5,0,0,0.51670206,Critical
1200,19.99,44.6,36.0,24000.0,16.89,4.0,0.0,10.0,79.1,12342,0.0,2.0,11.0,20.0,0,2.272153271232657,0,5.0,0,0,3,9,5,2,0,0.6116193,Critical
15125,18.25,386.14,60.0,45000.0,17.25,10.0,0.0,10.0,75.5,16922,0.0,2.0,19.0,2.975206611570248,0,0.5321532712326587,0,33.61,0,0,3,2,1,1,1,0.70425284,Critical
1500,7.99,47.0,36.0,45760.0,19.98,10.0,0.0,18.0,62.2,21766,0.0,1.0,30.0,30.506666666666668,0,0.8642229318667995,0,3.28,0,0,0,1,1,1,0,0.3240742,High
12000,12.99,404.27,36.0,67000.0,3.58,3.0,0.0,9.0,14.8,9471,0.0,0.0,12.0,5.583333333333333,0,-1.0345022818252492,0,17.91,0,0,2,2,5,0,0,0.4053704,High
12000,26.31,361.5,60.0,90000.0,10.56,6.0,0.0,5.0,100.6,95676,0.0,0.0,9.0,7.5,0,5.180320344301219,0,13.33,0,1,4,4,1,1,0,0.66237265,Critical
3000,13.59,101.94,36.0,26000.0,46.5,3.0,0.0,12.0,31.6,2847,0.0,1.0,18.0,8.666666666666666,1,-0.4345022818252495,0,11.54,0,0,2,2,5,1,0,0.5764142,Critical
12875,9.76,414.0,36.0,28000.0,26.88,4.0,0.0,5.0,74.2,10905,1.0,1.0,8.0,2.174757281553398,0,-0.9281787317984787,0,45.98,1,0,1,1,1,1,1,0.3845897,High
25000,14.3,585.61,60.0,97000.0,28.21,7.0,0.0,19.0,62.1,28073,0.0,1.0,44.0,3.88,0,0.2754977181747513,0,25.77,0,0,2,2,1,1,0,0.6094036,Critical
28000,9.17,583.55,60.0,120000.0,28.4,10.0,0.0,15.0,64.8,47946,0.0,1.0,50.0,4.285714285714286,0,-1.5181787317984785,0,23.33,0,0,1,2,1,1,0,0.46740076,High
5000,6.92,154.21,36.0,60000.0,19.24,10.0,0.0,16.0,19.7,5713,0.0,0.0,35.0,12.0,0,-0.20577706813320074,0,8.33,0,0,0,9,4,0,1,0.18959737,Medium
5000,7.35,155.19,36.0,54579.0,31.11,10.0,0.0,12.0,31.6,6987,0.0,2.0,31.0,10.9158,1,0.22422293186679898,0,9.16,0,0,0,1,1,2,0,0.28186435,Medium
10000,19.72,263.39,60.0,60000.0,10.0,6.0,0.0,9.0,63.1,8515,1.0,0.0,13.0,6.0,0,2.0021532712326575,0,16.67,1,0,3,2,5,2,1,0.7234073,Critical
8000,17.86,288.66,36.0,22000.0,35.11,10.0,0.0,6.0,93.6,25921,0.0,0.0,7.0,2.75,1,0.14215327123265808,0,36.36,0,1,3,2,5,2,0,0.6866653,Critical
5000,11.28,139.71,36.0,55000.0,4.65,2.0,0.0,7.0,63.7,2801,0.0,0.0,23.0,11.0,0,-2.74450228182525,0,9.09,0,0,2,13,1,0,1,0.26508385,Medium
1200,10.91,39.24,36.0,96400.0,6.13,7.0,0.0,9.0,56.0,10421,0.0,0.0,18.0,80.33333333333333,0,0.2218212682015217,0,1.24,0,0,1,2,4,1,0,0.28357196,Medium
12000,12.59,270.53,60.0,70000.0,38.16,2.0,0.0,26.0,53.7,38116,0.0,1.0,35.0,5.833333333333333,1,-1.4345022818252495,0,17.14,0,0,2,2,1,1,0,0.68862873,Critical
15000,19.22,390.93,60.0,60000.0,26.64,2.0,0.0,10.0,90.5,18455,0.0,1.0,19.0,4.0,0,1.5021532712326575,0,25.0,0,1,3,2,5,2,1,0.7533402,Critical
10000,14.64,344.9,36.0,65000.0,5.8,1.0,0.0,4.0,86.6,12378,0.0,0.0,4.0,6.5,0,0.6154977181747512,0,15.38,0,1,2,1,5,2,0,0.4296711,High
6500,12.99,218.98,36.0,62000.0,12.69,1.0,0.0,10.0,6.6,605,1.0,3.0,26.0,9.538461538461538,0,-1.0345022818252492,0,10.48,1,0,2,2,4,2,0,0.45310715,High
6000,7.97,187.94,36.0,68000.0,17.74,10.0,0.0,15.0,18.3,9492,0.0,1.0,28.0,11.333333333333334,0,0.8442229318667991,0,8.82,0,0,0,4,1,0,0,0.20686816,Medium
24000,13.92,819.29,36.0,78000.0,4.48,4.0,0.0,8.0,8.6,656,0.0,1.0,15.0,3.25,0,-0.10450228182524945,0,30.77,0,0,2,6,5,0,0,0.6155852,Critical
5000,13.99,170.87,36.0,88400.0,9.92,5.0,0.0,7.0,55.2,1490,0.0,4.0,16.0,17.68,0,-0.03450228182524917,0,5.66,0,0,2,2,1,1,0,0.46977422,High
10000,13.99,341.73,36.0,75000.0,30.18,10.0,0.0,13.0,62.1,19985,0.0,0.0,32.0,7.5,1,-0.03450228182524917,0,13.33,0,0,2,2,1,2,1,0.50545925,Critical
35000,19.99,927.1,60.0,400000.0,4.07,8.0,0.0,8.0,54.2,78774,0.0,1.0,18.0,11.428571428571429,0,-1.1396796556987816,0,8.75,0,0,4,4,1,1,0,0.51197934,Critical
8000,7.69,249.55,36.0,33000.0,7.38,6.0,0.0,6.0,32.4,7353,0.0,0.0,11.0,4.125,0,0.5642229318667997,0,24.24,0,0,0,1,4,2,0,0.2796786,Medium
13000,6.03,395.67,36.0,350000.0,7.59,10.0,0.0,11.0,36.8,39223,0.0,1.0,29.0,26.923076923076923,0,-1.0957770681332004,0,3.71,0,0,0,4,1,2,0,0.06283592,Low
31000,21.0,1167.93,36.0,230000.0,13.25,5.0,0.0,13.0,88.9,30742,0.0,0.0,25.0,7.419354838709677,0,-0.12967965569878004,0,13.48,0,1,4,1,5,2,0,0.53474844,Critical
10000,6.24,305.31,36.0,38400.0,21.0,5.0,0.0,15.0,46.3,17210,3.0,0.0,20.0,3.84,0,-0.8857770681332005,0,26.04,1,0,0,2,1,1,0,0.25838265,Medium
5600,9.99,180.67,36.0,38000.0,24.04,4.0,1.0,21.0,44.3,14176,0.0,0.0,41.0,6.785714285714286,0,-0.6981787317984782,1,14.74,0,0,1,1,5,0,0,0.40650988,High
13000,12.74,436.4,36.0,60000.0,10.86,3.0,0.0,4.0,54.7,3992,1.0,0.0,9.0,4.615384615384615,0,-1.2845022818252492,0,21.67,1,0,2,2,5,1,0,0.52819836,Critical
6000,7.49,186.61,36.0,37500.0,28.0,1.0,0.0,27.0,31.3,10462,0.0,0.0,37.0,6.25,0,0.36422293186679955,0,16.0,0,0,0,2,5,0,0,0.3331544,High
5000,10.75,163.11,36.0,30000.0,30.48,1.0,0.0,6.0,55.7,6689,0.0,0.0,6.0,6.0,1,0.06182126820152156,0,16.67,0,0,1,2,4,2,0,0.47622964,High
10000,5.32,301.15,36.0,92000.0,3.93,3.0,0.0,14.0,11.3,4999,0.0,0.0,18.0,9.2,0,-1.8057770681332004,0,10.87,0,0,0,2,5,0,0,0.09662346,Low
17975,18.54,461.75,60.0,45000.0,14.37,5.0,0.0,4.0,95.4,20994,0.0,0.0,11.0,2.5034770514603615,0,-2.589679655698781,0,39.94,0,1,4,2,5,1,1,0.71451646,Critical
24000,21.98,662.59,60.0,105000.0,9.82,6.0,0.0,11.0,83.6,8281,0.0,0.0,19.0,4.375,0,0.8503203443012204,0,22.86,0,1,4,2,1,2,1,0.6824053,Critical
2700,8.39,85.1,36.0,25000.0,37.21,6.0,0.0,14.0,7.9,2391,0.0,1.0,24.0,9.25925925925926,1,-2.298178731798478,0,10.8,0,0,1,6,5,0,0,0.40849182,High
1000,13.8,23.17,60.0,14400.0,26.0,3.0,0.0,4.0,64.1,4276,0.0,1.0,8.0,14.4,0,-0.22450228182524867,0,6.94,0,0,2,8,5,0,0,0.542492,Critical
20000,12.62,451.19,60.0,125000.0,1.73,8.0,0.0,10.0,10.6,2864,2.0,1.0,45.0,6.25,0,-1.4045022818252502,0,16.0,1,0,2,11,1,1,0,0.47871953,High
20000,6.03,608.72,36.0,89362.0,7.65,4.0,0.0,12.0,25.8,16007,0.0,0.0,31.0,4.4681,0,-1.0957770681332004,0,22.38,0,0,0,1,1,2,0,0.087239526,Low
9000,17.77,324.34,36.0,27908.47,6.02,4.0,0.0,11.0,28.7,4739,0.0,2.0,17.0,3.100941111111111,0,0.05215327123265823,0,32.25,0,0,3,9,1,2,0,0.5689025,Critical
6650,18.55,242.26,36.0,55000.0,13.37,1.0,0.0,10.0,58.4,6012,1.0,2.0,37.0,8.270676691729323,0,0.8321532712326594,0,12.09,1,0,3,2,5,1,0,0.5388299,Critical
9600,14.49,330.4,36.0,85000.0,6.04,2.0,0.0,11.0,25.7,2229,0.0,3.0,36.0,8.854166666666666,0,0.46549771817475083,0,11.29,0,0,2,2,5,2,0,0.4394174,High
10000,23.88,391.7,36.0,130000.0,14.67,10.0,0.0,6.0,83.4,2085,0.0,0.0,47.0,13.0,0,2.750320344301219,0,7.69,0,1,4,2,1,1,0,0.51829726,Critical
8500,6.62,260.99,36.0,90000.0,9.17,2.0,0.0,11.0,0.7,96,0.0,1.0,15.0,10.588235294117647,0,-0.5057770681332006,0,9.44,0,0,0,6,1,0,0,0.13144368,Low
15000,8.9,476.3,36.0,150000.0,17.07,4.0,1.0,15.0,46.2,28434,0.0,0.0,29.0,10.0,0,1.7742229318667997,1,10.0,0,0,0,1,1,2,0,0.20973164,Medium
4800,8.24,150.95,36.0,57000.0,30.32,4.0,0.0,12.0,11.5,3553,0.0,0.0,55.0,11.875,1,-2.4481787317984782,0,8.42,0,0,1,4,1,0,0,0.21204807,Medium
24000,9.99,509.82,60.0,73000.0,22.7,9.0,0.0,15.0,51.3,16372,0.0,0.0,45.0,3.0416666666666665,0,-0.6981787317984782,0,32.88,0,0,1,2,1,1,0,0.46330377,High
13450,18.2,343.01,60.0,35000.0,22.09,10.0,0.0,9.0,79.6,7401,0.0,0.0,16.0,2.6022304832713754,0,-2.9296796556987807,0,38.43,0,0,4,2,5,2,0,0.8054721,Critical
9600,12.12,319.41,36.0,40000.0,32.04,10.0,0.0,10.0,72.4,22314,0.0,0.0,24.0,4.166666666666667,1,1.4318212682015208,0,24.0,0,0,1,2,1,2,0,0.36227238,High
16000,11.49,527.55,36.0,175000.0,6.09,1.0,0.0,5.0,84.3,27890,0.0,1.0,50.0,10.9375,0,0.8018212682015218,0,9.14,0,1,1,2,5,2,0,0.31086347,High
10625,13.98,363.04,36.0,24281.0,27.14,9.0,0.0,10.0,66.0,12403,0.0,0.0,12.0,2.285270588235294,0,-0.04450228182524896,0,43.76,0,0,2,2,4,0,0,0.53178465,Critical
7000,5.32,210.81,36.0,64000.0,10.76,10.0,0.0,8.0,52.4,15258,0.0,0.0,16.0,9.142857142857142,0,-1.8057770681332004,0,10.94,0,0,0,1,4,1,0,0.13019659,Low
3875,21.67,147.33,36.0,13000.0,14.66,8.0,0.0,9.0,84.1,4963,0.0,0.0,12.0,3.3548387096774195,0,0.5403203443012217,0,29.81,0,1,4,9,4,0,0,0.60319525,Critical
10000,9.93,322.35,36.0,62000.0,18.25,10.0,0.0,12.0,53.7,13375,0.0,1.0,49.0,6.2,0,-0.7581787317984787,0,16.13,0,0,1,2,1,1,0,0.31715953,High
9950,9.99,321.02,36.0,43361.0,28.31,10.0,2.0,8.0,65.4,14771,0.0,1.0,12.0,4.357889447236181,0,-0.6981787317984782,1,22.95,0,0,1,4,1,0,0,0.39047125,High
10000,12.69,335.45,36.0,50000.0,21.24,3.0,0.0,11.0,82.8,6538,0.0,0.0,18.0,5.0,0,-1.3345022818252499,0,20.0,0,1,2,2,5,2,1,0.535004,Critical
10000,12.49,334.49,36.0,48000.0,16.7,7.0,0.0,12.0,45.2,7555,1.0,1.0,33.0,4.8,0,1.8018212682015218,0,20.83,1,0,1,2,1,1,0,0.35181224,High
3000,9.99,96.79,36.0,79500.0,14.0,1.0,0.0,8.0,66.9,8630,0.0,0.0,16.0,26.5,0,-0.6981787317984782,0,3.77,0,0,1,7,1,0,0,0.25291082,Medium
3000,7.35,93.12,36.0,75000.0,23.31,1.0,0.0,8.0,59.3,28044,0.0,0.0,15.0,25.0,0,0.22422293186679898,0,4.0,0,0,0,4,4,0,1,0.27018714,Medium
7200,11.99,239.11,36.0,52000.0,21.76,10.0,0.0,8.0,66.0,7720,0.0,1.0,11.0,7.222222222222222,0,1.3018212682015218,0,13.85,0,0,1,1,5,0,0,0.42602032,High
12000,6.03,365.23,36.0,85000.0,8.14,4.0,0.0,7.0,31.9,29650,0.0,0.0,24.0,7.083333333333333,0,-1.0957770681332004,0,14.12,0,0,0,1,5,0,0,0.07908787,Low
8825,14.99,305.88,36.0,45000.0,28.48,6.0,0.0,11.0,33.0,4166,1.0,3.0,33.0,5.09915014164306,0,0.9654977181747508,0,19.61,1,0,2,2,5,2,1,0.6573392,Critical
7000,21.18,264.38,36.0,36000.0,31.77,3.0,0.0,8.0,49.6,8287,0.0,0.0,11.0,5.142857142857143,1,0.05032034430121968,0,19.44,0,0,4,2,4,2,0,0.6795212,Critical
12000,7.49,373.22,36.0,101817.0,12.87,4.0,1.0,10.0,14.4,5639,0.0,2.0,12.0,8.48475,0,0.36422293186679955,1,11.79,0,0,0,1,5,1,0,0.29563406,Medium
12000,9.16,382.5,36.0,40000.0,23.49,3.0,2.0,11.0,50.7,12422,0.0,0.0,29.0,3.3333333333333335,0,-1.5281787317984783,1,30.0,0,0,1,2,5,0,0,0.3914721,High
28000,15.61,979.02,36.0,113000.0,28.54,1.0,0.0,19.0,75.4,24281,0.0,2.0,56.0,4.035714285714286,0,-2.107846728767342,0,24.78,0,0,3,2,4,0,1,0.5808528,Critical
12000,5.32,361.38,36.0,94000.0,25.88,10.0,1.0,11.0,28.8,13017,0.0,0.0,27.0,7.833333333333333,0,-1.8057770681332004,1,12.77,0,0,0,1,1,1,0,0.17111537,Medium
19925,15.99,700.41,36.0,75000.0,31.5,3.0,0.0,12.0,72.1,28992,1.0,0.0,17.0,3.764115432873275,1,1.9654977181747508,0,26.57,1,0,2,1,1,2,0,0.589441,Critical
7800,6.92,240.56,36.0,50000.0,19.06,3.0,0.0,18.0,63.0,6305,0.0,0.0,25.0,6.410256410256411,0,-0.20577706813320074,0,15.6,0,0,0,2,5,0,0,0.2105852,Medium
12000,14.33,412.06,36.0,65000.0,5.45,10.0,1.0,5.0,95.6,10036,0.0,0.0,14.0,5.416666666666667,0,0.3054977181747507,1,18.46,0,1,2,2,1,2,1,0.306909,High
10000,24.08,288.15,60.0,38000.0,19.93,10.0,1.0,13.0,51.1,8482,0.0,0.0,18.0,3.8,0,-0.8257602465331288,1,26.32,0,0,5,2,1,1,0,0.74783653,Critical
5000,13.59,169.9,36.0,18840.0,24.84,6.0,1.0,5.0,48.3,6521,1.0,0.0,21.0,3.768,0,-0.4345022818252495,1,26.54,1,0,2,2,5,2,0,0.67118746,Critical
14000,15.05,485.66,36.0,45000.0,10.77,3.0,1.0,7.0,19.5,5932,1.0,1.0,14.0,3.2142857142857144,0,1.0254977181747513,1,31.11,1,0,2,1,4,0,1,0.48630503,High
20000,9.99,645.25,36.0,170000.0,8.29,1.0,4.0,12.0,34.0,12759,1.0,1.0,28.0,8.5,0,-0.6981787317984782,1,11.76,1,0,1,2,1,1,1,0.368479,High
24000,9.75,771.6,36.0,90000.0,18.32,10.0,0.0,12.0,78.0,23097,0.0,1.0,19.0,3.75,0,-0.9381787317984784,0,26.67,0,0,1,2,5,2,0,0.41058517,High
13500,18.99,350.13,60.0,122362.55,15.0,10.0,0.0,5.0,1.2,4054,0.0,0.0,28.0,9.063892592592593,0,1.272153271232657,0,11.03,0,0,3,2,5,0,0,0.5022816,Critical
12000,7.69,374.33,36.0,90000.0,13.68,10.0,0.0,11.0,59.9,9466,0.0,0.0,32.0,7.5,0,0.5642229318667997,0,13.33,0,0,0,2,1,0,0,0.14677244,Low
35000,7.89,1095.0,36.0,160000.0,3.85,5.0,0.0,15.0,2.9,62692,0.0,1.0,26.0,4.571428571428571,0,0.764222931866799,0,21.88,0,0,0,6,1,2,0,0.16085371,Medium
20000,10.49,649.96,36.0,75000.0,18.91,10.0,0.0,15.0,28.6,16386,0.0,1.0,24.0,3.75,0,-0.19817873179847822,0,26.67,0,0,1,2,4,1,0,0.4273783,High
8000,7.35,248.3,36.0,52000.0,11.38,4.0,0.0,24.0,33.1,11063,0.0,0.0,34.0,6.5,0,0.22422293186679898,0,15.38,0,0,0,9,4,1,0,0.30630752,High
25000,24.08,720.37,60.0,83000.0,11.26,3.0,0.0,16.0,78.8,14967,0.0,2.0,36.0,3.32,0,-0.8257602465331288,0,30.12,0,0,5,2,5,2,0,0.76586294,Critical
18000,10.08,383.16,60.0,110000.0,19.37,2.0,0.0,9.0,12.9,6312,0.0,0.0,20.0,6.111111111111111,0,-0.6081787317984784,0,16.36,0,0,1,4,1,0,0,0.30259913,High
35000,14.99,1213.12,36.0,165000.0,12.66,2.0,1.0,17.0,33.6,7116,0.0,1.0,48.0,4.714285714285714,0,0.9654977181747508,1,21.21,0,0,2,2,1,2,0,0.5350662,Critical
24925,10.16,806.14,36.0,80000.0,12.78,3.0,0.0,5.0,1.4,407,0.0,1.0,15.0,3.20962888665998,0,-0.5281787317984783,0,31.16,0,0,1,9,5,0,0,0.4275193,High
20000,25.82,596.68,60.0,82000.0,28.23,5.0,0.0,14.0,43.1,16363,0.0,0.0,34.0,4.1,0,4.69032034430122,0,24.39,0,0,4,2,5,0,0,0.7970106,Critical
4200,8.67,132.92,36.0,50000.0,16.85,10.0,0.0,8.0,49.2,9051,0.0,0.0,25.0,11.904761904761905,0,-2.0181787317984785,0,8.4,0,0,1,2,1,0,0,0.2369386,Medium
15000,15.22,521.6,36.0,40000.0,21.63,10.0,0.0,10.0,87.7,19641,0.0,0.0,25.0,2.6666666666666665,0,1.1954977181747513,0,37.5,0,1,2,2,1,0,1,0.44271424,High
24000,11.39,790.17,36.0,71000.0,28.87,8.0,0.0,8.0,74.8,27676,0.0,0.0,40.0,2.9583333333333335,0,0.7018212682015221,0,33.8,0,0,1,1,1,1,0,0.34988812,High
10000,30.84,429.13,36.0,34000.0,28.58,6.0,0.0,9.0,15.4,2150,0.0,1.0,12.0,3.4,0,3.265590894585685,0,29.41,0,0,6,9,5,2,0,0.86296743,Critical
14000,15.59,337.42,60.0,87000.0,14.28,7.0,0.0,10.0,92.5,19147,0.0,1.0,15.0,6.214285714285714,0,1.5654977181747505,0,16.09,0,1,2,1,1,0,0,0.52406555,Critical
18400,17.86,465.84,60.0,85000.0,10.12,1.0,0.0,4.0,101.3,13879,0.0,1.0,8.0,4.619565217391305,0,0.14215327123265808,0,21.65,0,1,3,1,5,2,1,0.70027566,Critical
17500,15.61,421.95,60.0,70000.0,19.78,3.0,0.0,14.0,59.5,18931,0.0,0.0,26.0,4.0,0,-2.107846728767342,0,25.0,0,0,3,2,5,1,0,0.7025603,Critical
20400,22.74,572.05,60.0,200000.0,10.03,9.0,2.0,13.0,70.0,25403,0.0,4.0,25.0,9.803921568627452,0,1.6103203443012184,1,10.2,0,0,4,2,1,2,1,0.5876967,Critical
13200,14.49,310.51,60.0,71000.0,13.32,10.0,0.0,12.0,55.0,16841,1.0,1.0,22.0,5.378787878787879,0,0.46549771817475083,0,18.59,1,0,2,2,1,0,1,0.53514993,Critical
4800,9.93,154.73,36.0,60000.0,20.28,10.0,0.0,12.0,33.4,12519,0.0,0.0,28.0,12.5,0,-0.7581787317984787,0,8.0,0,0,1,4,5,1,0,0.40178454,High
